filename,Artistic Categories,Score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood
aea23a2bc3c54f318863e8abe460eada.jpg,oil painting*symbolism*portraiture,7.571,,,7.86,7.57,,7.57,7.43,7.29,7.29,
7e971e073cc6410a8b551b44447b226b.jpg,oil painting*symbolism*portraiture,7.643,,,7.86,7,,7.14,7.43,7.14,6.71,
0a641a597e3042e78309dc99960f5c47.jpg,oil painting*symbolism*portraiture,7.667,,,8,7.5,,7.17,7.83,7.17,7.17,
64808e4880d84461a7a0aa08fff7bafa.jpg,oil painting*symbolism*portraiture,7.714,,,7.57,7.57,,7.14,7.57,7.14,7.14,
739514fbb95b45e7a990cff24ee7137e.jpg,oil painting*symbolism*portraiture,7.714,,,7.14,7.29,,7.43,7.43,7.71,7.29,
81827fc787494189aab43a483ef14114.jpg,oil painting*symbolism*portraiture,7.714,,,7.71,7.57,,7,7,7.71,7.29,
2032fd05d5b74d1da4bd08bb105a5d72.jpg,oil painting*symbolism*portraiture,7.786,,,8,7.57,,7.43,8,7.29,7.14,
ad3cddca1598469f8fa7f5d113225bfb.jpg,oil painting*symbolism*portraiture,7.786,,,7.86,7.57,,7.71,7.43,7.71,7.57,
e0dc4d685b47480c8f2f71160836364d.jpg,oil painting*symbolism*portraiture,7.786,,,7.71,7.57,,7.43,7.71,7.71,7.86,
074994a7bcd8447a84349f0ca548083c.jpg,oil painting*symbolism*portraiture,7.833,,,7.83,6.67,,7.33,8.33,8.17,7.17,
0a4bd40604084b6eaa3c923d3c4dc35f.jpg,oil painting*symbolism*portraiture,7.833,,,7.67,7.67,,7.83,7.67,7.83,8.17,
11f5ddcbac6f4d8199d3cffbf3765a81.jpg,oil painting*symbolism*portraiture,7.833,,,7.67,7,,7.17,7.5,7.67,7.83,
1e2a1cae949143e19bb64cd5ab04efe8.jpg,oil painting*symbolism*portraiture,7.857,,,8,7.86,,8,8.29,8.43,8.14,
3dcdad8ea50f4fa9b019fdc591433e99.jpg,oil painting*symbolism*portraiture,7.857,,,7.29,7.86,,7.57,7.57,7.43,7.86,
3e28f5350603418da7daa7529a0bbca5.jpg,oil painting*symbolism*portraiture,7.857,,,8.43,7.71,,7,7.86,7.14,8.29,
51921f8b66414d68b450efe780f0fd9e.jpg,oil painting*symbolism*portraiture,7.857,,,7.57,7.71,,7.14,8,7.14,7.29,
69ef89c44416459c8e06178389cc7b95.jpg,oil painting*symbolism*portraiture,7.857,,,8.29,7.57,,7.86,7.86,7.43,7.71,
860c35aa689e473faf69cb29359f402b.jpg,oil painting*symbolism*portraiture,7.857,,,7,7.43,,7.29,8,8,7.71,
9108068ab2614d819187df5bed6147e5.jpg,oil painting*symbolism*portraiture,7.857,,,7.57,7.14,,8,7.71,8,7.86,
0f5c4d5418974b58a99a7e73d23e22f5.jpg,oil painting*symbolism*portraiture,7.917,,,7.83,7.83,,7.67,8,7.67,8,
2f92ea1d873d487f9cd780a25cdc59fc.jpg,oil painting*symbolism*portraiture,7.929,,,8.29,8,,7.86,8.14,7.57,7.71,
6e24e98c67394dd59cbcaffb40e7eb85.jpg,oil painting*symbolism*portraiture,7.929,,,7.86,7.57,,7.43,7.14,6.86,7.29,
f29b131a5b8a4f38b9080523608c03d9.jpg,oil painting*symbolism*portraiture,7.929,,,7.57,7.14,,8.14,6.86,7.14,7.57,
b03e68835566447f902be33adb74bcb0.jpg,oil painting*symbolism*portraiture,7.938,,,8,7.5,,7.75,7.38,8.12,8,
fc5ed62cb03c4029837bff0c3f69207b.jpg,oil painting*symbolism*portraiture,7.944,,,7.78,7.33,,7.78,7.56,7.33,7.33,
838083551c8744619ccb8366ebe398da.jpg,oil painting*symbolism*portraiture,8,,,7.43,7.29,,7.57,7.86,8.14,7.71,
9eafaf82d5154f80b49b6cd6c12f3a91.jpg,oil painting*symbolism*portraiture,8,,,7.86,7.71,,7.29,7.71,7.57,7.43,
a1f3ef2bd34144d0acee96622e4c011e.jpg,oil painting*symbolism*portraiture,8,,,8,7.43,,7.57,7.86,7.71,7.86,
cc8d3ad1da964e2cbcbe5668819591b5.jpg,oil painting*symbolism*portraiture,8,,,7.86,7.29,,7.71,7.71,7.29,7.57,
cc9848bc2010441097a26de7f6008003.jpg,oil painting*symbolism*portraiture,8,,,8.14,7.43,,7.43,7.43,7.29,7.14,
e0de65ac78954632a0679aebb60d168b.jpg,oil painting*symbolism*portraiture,8,,,8.14,7.43,,7.57,8,7.57,7.43,
1990eab28ed4474ea05436af16875ecf.jpg,oil painting*symbolism*portraiture,8.071,,,8.43,8.29,,8,8.14,8.14,8.14,
2ffeedca2ffe44febe94e301d795a9da.jpg,oil painting*symbolism*portraiture,8.071,,,8.43,8.43,,8.14,8.29,8.43,7.86,
48fbe472ff4647bd8734caf3f972c67c.jpg,oil painting*symbolism*portraiture,8.071,,,8.29,7.71,,7.71,7.86,7.86,8,
4e77ab4f530d4427af946917fc7bc7fe.jpg,oil painting*symbolism*portraiture,8.071,,,7.43,7.86,,8,7.57,7.86,7.71,
7e6598ababa04282bd367d9e6b3e7472.jpg,oil painting*symbolism*portraiture,8.071,,,7.29,8.14,,7.71,7.86,7.71,8.14,
f06b9b1ca6814ff282ee180da0a3da2c.jpg,oil painting*symbolism*portraiture,8.071,,,7.57,7.71,,7.43,7.43,7,7.29,
f4138d908e23457fa44b7690152a9b37.jpg,oil painting*symbolism*portraiture,8.071,,,7,6.71,,7.14,6.86,6.71,6.86,
10c220b40f6f4050b43b98501faab62b.jpg,oil painting*symbolism*portraiture,8.083,,,7.5,7.5,,7.33,7.33,7.17,7.5,
aed03da1e94b46f29a41a56b9f1b6dd3.jpg,oil painting*symbolism*portraiture,8.125,,,8.12,7.88,,8.25,8,8,8.12,
6b37a92ed91947c7a638db57e11efd89.jpg,oil painting*symbolism*portraiture,8.143,,,8.71,8.29,,8.14,8.14,8.29,8.43,
cf233168537f4f73a591a3912f7e5148.jpg,oil painting*symbolism*portraiture,8.143,,,7.86,7.71,,7.71,7.86,7.86,7.57,
ebbd008135984ae19b964285fbebeda7.jpg,oil painting*symbolism*portraiture,8.143,,,6.86,7.43,,7.29,7.29,7.71,7.14,
113e836c373a42a3b877aeb3bdb06033.jpg,oil painting*symbolism*portraiture,8.167,,,7.83,7.17,,7.5,7.83,7,8,
173ffe56e6ca47bf9f49e1ab092b0f14.jpg,oil painting*symbolism*portraiture,8.214,,,8.86,8.57,,8.14,8.71,8.57,7.86,
3d9c2152acb94a60a0acde67506594a5.jpg,oil painting*symbolism*portraiture,8.214,,,8.29,8,,7.86,8,8,8.14,
44ac675f8e8f4bd686dbc71b157164e3.jpg,oil painting*symbolism*portraiture,8.214,,,8.14,8.29,,8.14,8.14,8,7.71,
6470d548a6f247ed8c3e28a276810a79.jpg,oil painting*symbolism*portraiture,8.214,,,7.86,7.57,,7.86,8,7.43,8.43,
72a381dbceeb4f418f74d4f3a17241ef.jpg,oil painting*symbolism*portraiture,8.214,,,7.86,8.14,,7.86,7.57,7.43,7.86,
cd4833f2c78a4544bb77abbb527a5f9f.jpg,oil painting*symbolism*portraiture,8.214,,,7.86,7.71,,7.57,7.14,7.57,7.71,
dc0f09ce4ad4468d804985f035246f53.jpg,oil painting*symbolism*portraiture,8.214,,,7.57,7.57,,7.57,7.57,7.43,7.43,
20c6a53310df4cb0b7f71715e66ec50c.jpg,oil painting*symbolism*portraiture,8.286,,,8,7.71,,7.29,7.57,7.14,7.43,
2475089ffb2c44b4a0751bfd384c731b.jpg,oil painting*symbolism*portraiture,8.286,,,8.14,7.71,,7.29,7.71,7.86,8.57,
31a1fb0ee32f4ae0b17bd847c1cacc27.jpg,oil painting*symbolism*portraiture,8.286,,,8.14,8.14,,7.86,8.14,8.14,8.14,
4f407980336e4c5da1dc95f086de13f1.jpg,oil painting*symbolism*portraiture,8.286,,,8,7.57,,7.43,8,7.86,7.86,
9926ac4bdcff4989809e2559b475465a.jpg,oil painting*symbolism*portraiture,8.286,,,8.57,8,,8.43,7.71,8,8.29,
a2fe96bcb33d4f7c89f1d45c140ac729.jpg,oil painting*symbolism*portraiture,8.286,,,8.14,8.57,,7.86,8.14,8.29,8.29,
477c9af33a474a49b78fc244f49a45c5.jpg,oil painting*symbolism*portraiture,8.357,,,7.29,7.57,,8.29,7.86,8.29,8.29,
9e769e0451df4b348b77c29f4f0c00ec.jpg,oil painting*symbolism*portraiture,8.357,,,8,7.86,,8,7.86,8.14,8.29,
a8a31efb8a5c4c74b8ef9e09b92836f9.jpg,oil painting*symbolism*portraiture,8.357,,,7.57,7.86,,7.86,8,8.29,8.29,
bf98df096b854e61b7ffe8ed45c78219.jpg,oil painting*symbolism*portraiture,8.357,,,8.29,8.14,,7.86,8.29,8.14,7.86,
e5add7d9ebb94be0bd88667ca3a9cdc8.jpg,oil painting*symbolism*portraiture,8.357,,,7.71,7.86,,7.57,7.71,7.57,7.43,
09e8b47ded8f44ab9bc0d06424956d52.jpg,oil painting*symbolism*portraiture,8.417,,,7.83,8.67,,8,8.17,8,8.5,
405dd6469c96464f9da938b347552ef1.jpg,oil painting*symbolism*portraiture,8.429,,,8.43,8.71,,7.71,8.29,8.43,8.57,
4c336c93aa824e64995e57ce99a41376.jpg,oil painting*symbolism*portraiture,8.429,,,8.43,8,,8.43,8,8.14,8.29,
7caeed63ba2c4ce3837358cb43b2c844.jpg,oil painting*symbolism*portraiture,8.429,,,8.57,8.29,,8.43,8.43,8.57,8.43,
d171f3e673344e83a9c8fd6573a86118.jpg,oil painting*symbolism*portraiture,8.429,,,7.57,7.43,,7.43,7.71,7.86,7.57,
23129054df6841438e21b97a0a44e72e.jpg,oil painting*symbolism*portraiture,8.5,,,8.43,8.71,,8.29,8.14,8.57,8.57,
42f6d317ef9142a18a0ae4735763dfce.jpg,oil painting*symbolism*portraiture,8.5,,,8.57,8.43,,7.71,8,8.14,8.29,
7df09a575e404482a8deefa3f69b358c.jpg,oil painting*symbolism*portraiture,8.5,,,8.12,8,,8.38,8.75,8.25,8.75,
9fdbb77d5b674bbb8e050c0d047e88a3.jpg,oil painting*symbolism*portraiture,8.5,,,8.29,7.86,,7.43,7.71,8,8.29,
a0f18f7784aa40c5a2f3508adc600964.jpg,oil painting*symbolism*portraiture,8.5,,,8.43,8,,7.86,8.43,8.14,8.43,
eb5f9c51d5814b66874db3ab7e3235fb.jpg,oil painting*symbolism*portraiture,8.5,,,8.14,8.14,,7.57,8.29,7.71,7.86,
0b28d12e2cf145e8a79572d51f82b2e9.jpg,oil painting*symbolism*portraiture,8.583,,,8.33,7.5,,7.83,8.17,7.67,8,
184ca2e1d27547efbdbaefb87c5f912c.jpg,oil painting*symbolism*portraiture,8.643,,,9.14,8.71,,8.57,9,8.71,8.71,
29e6544c279a4a40bfbf10489e4d1e1f.jpg,oil painting*symbolism*portraiture,8.643,,,8.57,8.29,,8.57,8.57,8.43,8.57,
2d1731adcbde4df291c43b6cc1a50d56.jpg,oil painting*symbolism*portraiture,8.643,,,8.71,8.71,,8.71,8.14,8.29,8.43,
6aa6728bf95d4b358b9370058d747da0.jpg,oil painting*symbolism*portraiture,8.643,,,8.71,8.29,,8.86,8.86,8.43,9,
cff5f74ec50e401b9dbdd3ed2cba46c7.jpg,oil painting*symbolism*portraiture,8.643,,,7.86,7.71,,7.71,7.71,7.86,8,
217962d31685495d9609b620803db084.jpg,oil painting*symbolism*portraiture,8.714,,,8.86,8.57,,8,8.43,8.71,8.43,
cf4f223dc1d64dc0b677cfe90e84783e.jpg,oil painting*symbolism*portraiture,8.714,,,8.43,8.29,,8,8.14,8.14,8,
320103a4976d470ca3243da92a1a018e.jpg,oil painting*symbolism*portraiture,8.857,,,7.86,8.14,,8.29,8.14,8.57,9,
01d096c072f1411b8bb6b6a6323fa160.jpg,oil painting*symbolism*portraiture,8.917,,,8.5,8.5,,8.33,8.67,8.17,8.67,
0de0f3517113408cb334ea01f707a95a.jpg,oil painting*symbolism*portraiture,8.917,,,8.83,9.17,,8.67,9.17,8.67,9,
b10e6847b2904e8abd9501cff2979ac2.jpg,oil painting*symbolism*portraiture,8.929,,,8.14,8.57,,8.86,8.14,8.86,8.57,
305cb8b4218540f383bddf0c531b6447.jpg,oil painting*symbolism*portraiture,9.071,,,9,9.14,,8.71,8.57,9,8.86,
ddd4274c046b4db6adaef744ce1d71b7.jpg,oil painting*symbolism*portraiture,9.071,,,8.43,8.86,,8.14,8.86,8.86,8.43,
053acd0e49f34083afd657155236c265.jpg,oil painting*symbolism*portraiture,9.167,,,8.83,9,,9.17,8.83,8.83,9.17,
6c2cbb2dd13744cc8f354f2e89caf8b1.jpg,oil painting*symbolism*portraiture,3.25,,,4.67,3.5,,3.83,3.67,3.17,3.17,
53fd574c36924a3f94939048f1e825b1.jpg,oil painting*symbolism*portraiture,4.25,,,4.5,4.5,,4.33,4.33,4.33,4,
9f1c53f1daf54727944635d715df1e47.jpg,oil painting*symbolism*portraiture,4.917,,,6,6.17,,5.5,6.17,5.67,5.67,
7506e21ee1584eda892d90ef43d9ad94.jpg,oil painting*symbolism*portraiture,5,,,5.5,5.83,,4.83,5.17,4.83,5.17,
8502e4d6c9a6435dae8e9e6147582c6e.jpg,oil painting*symbolism*portraiture,5.667,,,5.83,5.17,,5,5.17,5,5,
3169de995fe34267bbb6f8a600478072.jpg,oil painting*symbolism*portraiture,5.75,,,5.5,5.5,,5.5,5.33,5,5.67,
a5ca5569fc994f33a5b979625c0bc8f2.jpg,oil painting*symbolism*portraiture,5.917,,,5.83,6.5,,6.5,5.83,6,6.17,
b14a78652e9249ea9808e8b59d6a412b.jpg,oil painting*symbolism*portraiture,6,,,6.17,6.33,,5.5,6,5.83,5.83,
e35be2b044164ed8830e849bd2771ee0.jpg,oil painting*symbolism*portraiture,6,,,6.17,6.17,,5.83,6,5.33,6.17,
73dde17c3b924f579ba07daf0aea2d44.jpg,oil painting*symbolism*portraiture,6.083,,,5.67,5.67,,5.67,5.67,5.83,5.5,
8bd1e6896bdb499bbfd3cd5d70086948.jpg,oil painting*symbolism*portraiture,6.167,,,6.33,5.83,,6,6.33,6.17,6.17,
acb34262619f4427a836aeb1787ecf1f.jpg,oil painting*symbolism*portraiture,6.167,,,6.17,6,,6.17,6.5,5.83,6.67,
b78c1a8ee5f24ca59726f572b2ed73a4.jpg,oil painting*symbolism*portraiture,6.167,,,6.33,5.83,,6.5,6.17,5.5,6.5,
104b91aeb9b647e3a71a73945c864a15.jpg,oil painting*symbolism*portraiture,6.25,,,5.5,5.67,,5.5,6.17,6,5.5,
3173d7ccad054411b98c3fcf644844f2.jpg,oil painting*symbolism*portraiture,6.333,,,5.83,6.33,,5.83,5.67,5,6.5,
3651cb4a4fa64f00b20486a3bab63599.jpg,oil painting*symbolism*portraiture,6.333,,,7.17,6.17,,7,5.83,6.17,6.5,
4d42484b58244f0db18cd97ac903a189.jpg,oil painting*symbolism*portraiture,6.333,,,6.17,5.67,,5.83,6,5.5,6.5,
1866e8e5fe774898a433d0b01de4b4e7.jpg,oil painting*symbolism*portraiture,6.75,,,6.67,6,,6.83,6,6.33,6.83,
defed99b25a24a92bad00c925c5f17ff.jpg,oil painting*symbolism*portraiture,6.833,,,7,6.5,,6.5,7,6.33,7,
80a05d1a3a6144268b17f6c54eca5ca0.jpg,oil painting*symbolism*portraiture,6.917,,,6.17,6.5,,6.5,6.67,6.17,6.83,
95cc1d6a8c494c5e8fc0789b5fc669be.jpg,oil painting*symbolism*portraiture,6.917,,,7,7,,7.17,6.83,6.83,7.33,
9d8593112ca2401a81ffef1d04dec4a2.jpg,oil painting*symbolism*portraiture,6.917,,,6.5,6.67,,6.83,7.17,6.83,6.83,
03226c5683ed42e8b508bba98cba376b.jpg,oil painting*symbolism*portraiture,7,,,6.67,6.17,,7.17,7.17,6.5,6.5,
9b3f3e0396b84417b0c8f8a21651bfbc.jpg,oil painting*symbolism*portraiture,7,,,6.5,7.33,,6.67,6.33,6.5,7,
2dfc5333e7e544b4a5f3f885c2ef737a.jpg,oil painting*symbolism*portraiture,7.083,,,6.83,6.67,,6.17,6.33,6.17,6.5,
57e118f12d144ddcb3109ea02b4b2437.jpg,oil painting*symbolism*portraiture,7.083,,,7.5,7.67,,7.33,7,7.33,7.33,
640cad4ab51c4d478e9b872612a780c9.jpg,oil painting*symbolism*portraiture,7.083,,,6.83,6.83,,6.67,7,6.67,6.83,
0d2b5f9bd11b4b8c95741c0732d44442.jpg,oil painting*symbolism*portraiture,7.167,,,6.5,6.5,,7,6.83,6.83,6.5,
2e290b890ef84df3898011120ecfa494.jpg,oil painting*symbolism*portraiture,7.167,,,7,6.33,,7,7.33,6.33,6.5,
dc4fafb4c968493b84f140b0fc172065.jpg,oil painting*symbolism*portraiture,7.167,,,7.5,7.17,,7,7,6.67,7,
1d75e4b955324977a3dbcef71b3c1e88.jpg,oil painting*symbolism*portraiture,7.25,,,6.83,6.5,,6.83,6.33,6.5,6.67,
1de5daee350d427c937a235cb8f329c0.jpg,oil painting*symbolism*portraiture,7.25,,,7,7,,6.5,6.67,6.83,6.5,
a42d5191d575405482b46c8055742c8e.jpg,oil painting*symbolism*portraiture,7.25,,,7.33,7.67,,7.17,7.33,7,7.67,
1c67e97b0371476384c7cc4b197786d0.jpg,oil painting*symbolism*portraiture,7.333,,,7.5,6.83,,6.83,6.67,6.83,7,
22a27d55fe5e454ab3efc384c7943ed4.jpg,oil painting*symbolism*portraiture,7.333,,,6.83,6.83,,7,7.33,6.17,7.17,
280fd61d92144da1a5b715deacd584ab.jpg,oil painting*symbolism*portraiture,7.333,,,6.67,6.67,,7.67,7.33,6.5,7,
3d057d8ce0224af78c4e83c97aca0944.jpg,oil painting*symbolism*portraiture,7.333,,,7.33,7.5,,7.33,7.17,6.83,6.83,
53c33489a6e04c919ead9c6b106e437f.jpg,oil painting*symbolism*portraiture,7.333,,,6.83,6.83,,7,6.67,6.33,7,
5053a89c567349199366d97df028ba73.jpg,oil painting*symbolism*portraiture,7.417,,,7,7.33,,7.5,7,6.83,7.17,
5625a8ed03284a33b64fbf6b8fdcada9.jpg,oil painting*symbolism*portraiture,7.417,,,7.17,6.83,,7.17,7,7.17,7.67,
7ef0548cf975416fa5d5b24dec4cf7cf.jpg,oil painting*symbolism*portraiture,7.417,,,7.33,7.5,,7,7.33,6.67,7.17,
3b58c561fcf64c9ba94abec2ce6d41d6.jpg,oil painting*symbolism*portraiture,7.5,,,7.83,7.67,,7.67,7.83,7.33,7.5,
60f813a60a574676874224ffc1d3a061.jpg,oil painting*symbolism*portraiture,7.5,,,7.17,7.17,,6.83,6.67,7,6.83,
67d41a9489cb4b9eab89f1427236acf9.jpg,oil painting*symbolism*portraiture,7.5,,,7,6.67,,7.17,7.33,7,7.33,
7d95d27160c9471a80b426d08848a7b3.jpg,oil painting*symbolism*portraiture,7.5,,,7.17,7.17,,8,7.5,6.67,6.83,
87ab83b2f6d5408ba3768cd78bdc9135.jpg,oil painting*symbolism*portraiture,7.5,,,7.33,7,,7.17,7,7,8,
c18ef29830fe426196b08e33ee26578f.jpg,oil painting*symbolism*portraiture,7.5,,,7.17,7.17,,7.5,7.67,7,7,
fa841ca380bf48a9be9450c69e7930e1.jpg,oil painting*symbolism*portraiture,7.5,,,7,7,,7.33,7.33,7.17,7.33,
fbb0a18734ec466a9624c8c2005b0e8c.jpg,oil painting*symbolism*portraiture,7.5,,,7.17,7.67,,7.17,6.83,7.17,7.5,
89469dadfaf04cc58a208d721715cdf1.jpg,oil painting*symbolism*portraiture,7.583,,,6.83,8,,7.83,7.17,6.83,7.67,
bd09d3c81dfb4dd2a2bad95cec3cd145.jpg,oil painting*symbolism*portraiture,7.583,,,7.33,7,,6.83,7,6.83,7.5,
c2ea3b12b88d474b8d2ccad1a5dd8381.jpg,oil painting*symbolism*portraiture,7.583,,,7.33,7.5,,7.5,7.67,7.33,7,
e9d9fd7e49eb4689b332f7b76ad728a6.jpg,oil painting*symbolism*portraiture,7.583,,,7.83,5.83,,7.33,6.83,6.83,7,
211d355cd0914d0ba70e8c8bb84bc36e.jpg,oil painting*symbolism*portraiture,7.667,,,7.33,7.17,,7.67,7.33,7.5,7.33,
2fe98ce39d8647dbbd1caef9aff622fa.jpg,oil painting*symbolism*portraiture,7.667,,,7.17,7.5,,7,7.5,7.17,7.17,
3291574a72a64325a0ebe5a8e6b88acc.jpg,oil painting*symbolism*portraiture,7.667,,,7.17,7.5,,7.17,7.33,6.67,7.17,
5e88d9415d924c539b96dd0feac07e26.jpg,oil painting*symbolism*portraiture,7.667,,,7.33,7.33,,7.33,7.17,6.33,7.83,
8dbbae72d26d479da0c6fbd036d86d76.jpg,oil painting*symbolism*portraiture,7.667,,,7.5,7.33,,7.67,7.67,6.67,7.83,
97db33e198fe4e098937fa4aa099139b.jpg,oil painting*symbolism*portraiture,7.667,,,7.17,7,,7.17,7.67,7.17,7.33,
98f1d94069cb48c09d4e9ceaf158e599.jpg,oil painting*symbolism*portraiture,7.667,,,7.33,7.17,,7.5,7.5,7.17,7.5,
a683ef028715401aa618cb3f5807cfaa.jpg,oil painting*symbolism*portraiture,7.667,,,7.17,7.17,,6.83,6.67,7,7.17,
a8ca13eaf60d499c9ccc2188624efa29.jpg,oil painting*symbolism*portraiture,7.667,,,7,7.33,,7.67,7.17,7.33,7.17,
b89937044da9429c8be80ec83113cd1c.jpg,oil painting*symbolism*portraiture,7.667,,,7.83,7.83,,7.17,7.67,7.33,7.5,
caaedfdff635415f8a4cb3984afd063a.jpg,oil painting*symbolism*portraiture,7.667,,,6.67,6.83,,7.17,7.17,6.83,7.33,
ce57b1723d39457098dd1f5e56c09a49.jpg,oil painting*symbolism*portraiture,7.667,,,7,7.17,,7.5,7,6.67,7.5,
e6955f6e79f94f478292e8bfc7030a20.jpg,oil painting*symbolism*portraiture,7.667,,,7.33,7.17,,7.17,6.67,7,7.5,
f6c1784787464875ba93963f5fab3c46.jpg,oil painting*symbolism*portraiture,7.667,,,7.33,7.67,,7.67,7.17,7.67,7.83,
1eb3cd4a2e9b42f1af6568c12f530367.jpg,oil painting*symbolism*portraiture,7.75,,,7.17,6.5,,7.17,7,7.17,7.33,
1f57b052bafa485bbd63b5a7bce9d9b7.jpg,oil painting*symbolism*portraiture,7.75,,,7.83,7.5,,8.33,7.33,7.17,7.67,
20fa2806f91842dface21f21bfee6092.jpg,oil painting*symbolism*portraiture,7.75,,,7.67,7.17,,7.67,7.33,6.5,7.83,
2690f52f134b40c9bd640d053a077fd7.jpg,oil painting*symbolism*portraiture,7.75,,,7.33,6.83,,7.33,7.5,7.17,7.5,
32cd8a6c1ba24f99b3374151687ee317.jpg,oil painting*symbolism*portraiture,7.75,,,7,7.33,,6.83,7.33,7,7.17,
513d995d8f11480c9df43e3db3bdaa00.jpg,oil painting*symbolism*portraiture,7.75,,,7.33,7.83,,7.5,8,6.5,7.5,
822699a45e1442ad883cb548388ac4fe.jpg,oil painting*symbolism*portraiture,7.75,,,7.5,7.67,,7.17,7.67,7.67,7.67,
8a06c99d23f54f94a812905adf7ea024.jpg,oil painting*symbolism*portraiture,7.75,,,7.67,7.67,,7.67,7.5,7.17,7.83,
abfa7dbf4cee4fb8a067645e6dc5833c.jpg,oil painting*symbolism*portraiture,7.75,,,7.17,7.17,,8,7.33,7,7.33,
b18460116e8b43108edfe132881881b8.jpg,oil painting*symbolism*portraiture,7.75,,,7.33,7.83,,7.33,7.5,7.5,7.5,
b230b94025aa4bfdadb720bce0798471.jpg,oil painting*symbolism*portraiture,7.75,,,7.17,7.17,,7.5,7.17,7.33,7.5,
c4c40511049b41d388cdb3994199f007.jpg,oil painting*symbolism*portraiture,7.75,,,7.17,7.5,,7.33,7.17,6.83,7.83,
ea3fe075653b4463b5f2b83f7c50d56a.jpg,oil painting*symbolism*portraiture,7.75,,,7.67,7.83,,7.83,7.83,7.5,7.83,
ed77dc780ea44584923b3ac5fe46e8e1.jpg,oil painting*symbolism*portraiture,7.75,,,7.67,7.67,,7.83,7.83,7.67,6.5,
488b390be7894d8d93199f3ce9d073ce.jpg,oil painting*symbolism*portraiture,7.833,,,7.33,7.33,,7.33,7,6.83,7.33,
5b35673155ed45129154f07d433aa726.jpg,oil painting*symbolism*portraiture,7.833,,,7.5,7.83,,7.17,7.83,7,7.83,
77b51b005eab4895ac83a3c3fbff7464.jpg,oil painting*symbolism*portraiture,7.833,,,7.5,7.67,,7.5,7.5,7.5,7.5,
78879aeec5a443cfbdc4926aad01f142.jpg,oil painting*symbolism*portraiture,7.833,,,7.33,7.83,,7.5,7.33,7.5,7.83,
8034da37c8564bb9b6814ca7f4c24f35.jpg,oil painting*symbolism*portraiture,7.833,,,7.33,7,,7.5,7,7.33,7.83,
8b259aed6dd74859ade9e0220bf14f64.jpg,oil painting*symbolism*portraiture,7.833,,,7.67,7.67,,7.33,7.83,7.67,8.17,
9b0df9d88c994fbd9e2d6a43b4689c43.jpg,oil painting*symbolism*portraiture,7.833,,,7,7,,7.17,7.17,7,7.5,
af76bf73bff149fc9619dd020938f0fe.jpg,oil painting*symbolism*portraiture,7.833,,,7.67,7.67,,8.17,7.83,7.83,7.83,
fba77ee8dfd6415f899a6059622d7438.jpg,oil painting*symbolism*portraiture,7.833,,,8.17,8.17,,8.17,8.5,7.83,8.17,
0ba894a70f8442089217824cc1957cbe.jpg,oil painting*symbolism*portraiture,7.917,,,7.17,7.5,,7.83,7.17,7.33,7.33,
50a1c96ee1f440c9b250dbceadd88c17.jpg,oil painting*symbolism*portraiture,7.917,,,7,7.67,,8.5,7.5,7,7.5,
538d1bf3047d426385e763218ced007a.jpg,oil painting*symbolism*portraiture,7.917,,,8,7.83,,7.33,7.67,7.83,7.67,
695720de9b654174b7a431e23661a1ee.jpg,oil painting*symbolism*portraiture,7.917,,,7.33,7.33,,7,8,7.17,7.33,
7e6d4a812df048fead884b5bb8da79e3.jpg,oil painting*symbolism*portraiture,7.917,,,7.5,7.5,,8.33,8,7.67,8,
8355be5004ed429398869370b1041004.jpg,oil painting*symbolism*portraiture,7.917,,,7.33,7.17,,8,7.67,7.17,8.17,
9544aedd51184dccbba56080fd1063b6.jpg,oil painting*symbolism*portraiture,7.917,,,7.33,7.67,,7.67,7.67,7.83,7.83,
9cae849cdb7246cf9c18bf01e231876a.jpg,oil painting*symbolism*portraiture,7.917,,,7.67,7.67,,7.5,7.5,7.17,8,
aadda80124ec4511a4a7ef4e3c573c35.jpg,oil painting*symbolism*portraiture,7.917,,,7.17,7.67,,7.67,7.67,7.5,8,
c1a5be28a3eb4de687beefbaae966322.jpg,oil painting*symbolism*portraiture,7.917,,,6.83,7.5,,7.5,7.5,7.67,7.5,
d944002d73ac4b7baf833e8ce3bb920a.jpg,oil painting*symbolism*portraiture,7.917,,,7.67,7.33,,8,7.5,7.83,8,
e5405379c48d4ae7985b19821129a488.jpg,oil painting*symbolism*portraiture,7.917,,,7.83,7.5,,7.5,7.83,7.83,7.83,
f910b21efddd4b88a9d13517de4022fd.jpg,oil painting*symbolism*portraiture,7.917,,,7.67,7.33,,7.33,8.17,8,7.83,
19446aa6cdeb48899100d96614a4e2e3.jpg,oil painting*symbolism*portraiture,8,,,7,7.17,,8,7.33,7.17,7.67,
27781cea85e04951a6a47c9ac97e7b3e.jpg,oil painting*symbolism*portraiture,8,,,7.67,7.83,,8,7.83,7.5,7.33,
2ca61d1d72c64c83a24999b9595e02d4.jpg,oil painting*symbolism*portraiture,8.083,,,7.33,7.5,,7.83,7.83,7.5,8,
5650146a1616459f8c28a554a1c28699.jpg,oil painting*symbolism*portraiture,8.083,,,7.67,7.67,,7.67,7.5,7.5,7.33,
5d51145c2c474ee3983a965817411128.jpg,oil painting*symbolism*portraiture,8.083,,,8,7.83,,7.67,8,7.33,8.33,
